          Wells Dam Bull Trout for 01/01/1998 to 04/28/2026        ,,,
Bull Trout,East Ladder,06/03/2017  3:00:00 PM,22
Bull Trout,East Ladder,06/04/2017 11:11:00 AM,19
Bull Trout,West Ladder,06/04/2017  2:16:00 PM,20
Bull Trout,West Ladder,06/05/2017  8:08:00 AM,24
Bull Trout,West Ladder,06/06/2017  6:27:00 PM,23
Bull Trout,West Ladder,06/07/2017  2:36:00 PM,22
Bull Trout,East Ladder,06/07/2017 11:07:00 PM,23
Bull Trout,East Ladder,06/08/2017  7:58:00 PM,16
Bull Trout,East Ladder,06/10/2017  2:59:00 PM,21
Bull Trout,East Ladder,06/11/2017 10:51:00 AM,17
Bull Trout,East Ladder,06/11/2017 11:20:00 AM,22
Bull Trout,East Ladder,06/12/2017  2:28:00 PM,20
Bull Trout,East Ladder,06/13/2017 10:55:00 AM,22
Bull Trout,East Ladder,06/13/2017  5:57:00 PM,25
Bull Trout,East Ladder,06/15/2017  4:56:00 PM,25
Bull Trout,West Ladder,06/15/2017  7:01:00 PM,21
Bull Trout,East Ladder,06/15/2017  8:48:00 PM,21
Bull Trout,West Ladder,06/15/2017  9:06:00 PM,26
Bull Trout,West Ladder,06/17/2017  1:54:00 PM,22
Bull Trout,East Ladder,06/18/2017  7:14:00 AM,23.5
Bull Trout,West Ladder,06/18/2017  9:13:00 AM,18
Bull Trout,West Ladder,06/18/2017  3:14:00 PM,17
Bull Trout,West Ladder,06/19/2017  1:20:00 AM,23
Bull Trout,East Ladder,06/21/2017 11:40:00 AM,22
Bull Trout,West Ladder,06/21/2017  1:46:00 PM,21
Bull Trout,East Ladder,06/22/2017  8:53:00 AM,15
Bull Trout,East Ladder,06/22/2017 12:14:00 PM,17
Bull Trout,East Ladder,06/22/2017  3:55:00 PM,20
Bull Trout,East Ladder,06/23/2017  4:53:00 PM,25
Bull Trout,East Ladder,06/24/2017  8:58:00 AM,21
Bull Trout,East Ladder,06/24/2017  5:58:00 PM,20
Bull Trout,East Ladder,06/24/2017  7:08:00 PM,13.5
Bull Trout,West Ladder,06/24/2017  8:18:00 PM,17
Bull Trout,West Ladder,06/28/2017  4:46:00 PM,16
Bull Trout,East Ladder,07/02/2017  9:38:00 AM,27
Bull Trout,East Ladder,07/03/2017  9:19:00 AM,25
Bull Trout,West Ladder,07/04/2017  1:56:00 PM,26
Bull Trout,East Ladder,07/05/2017  2:36:00 PM,22
Bull Trout,West Ladder,07/30/2017  4:28:00 PM,20
Bull Trout,East Ladder,05/12/2018  2:52:00 PM,23
Bull Trout,East Ladder,05/19/2018 12:09:00 PM,23
Bull Trout,West Ladder,05/19/2018  8:23:00 PM,24
Bull Trout,West Ladder,05/20/2018  4:27:00 PM,26
Bull Trout,West Ladder,05/23/2018  2:26:00 PM,22
Bull Trout,West Ladder,05/24/2018  3:25:00 PM,20
Bull Trout,West Ladder,05/25/2018  4:49:00 PM,23
Bull Trout,West Ladder,05/27/2018  1:51:00 PM,19
Bull Trout,East Ladder,05/27/2018  5:23:00 PM,15
Bull Trout,West Ladder,05/27/2018  9:29:00 PM,25
Bull Trout,West Ladder,05/28/2018  4:51:00 AM,26
Bull Trout,East Ladder,05/29/2018  3:39:00 PM,22
Bull Trout,East Ladder,05/30/2018  4:28:00 PM,16
Bull Trout,East Ladder,05/30/2018  7:40:00 PM,22
Bull Trout,East Ladder,05/31/2018  3:50:00 PM,18
Bull Trout,East Ladder,05/31/2018  4:15:00 PM,17
Bull Trout,East Ladder,05/31/2018  7:15:00 PM,21
Bull Trout,East Ladder,05/31/2018 11:55:00 PM,22.5
Bull Trout,East Ladder,06/02/2018  1:59:00 PM,19
Bull Trout,West Ladder,06/04/2018  4:07:00 PM,20
Bull Trout,East Ladder,06/04/2018  7:08:00 PM,22
Bull Trout,East Ladder,06/05/2018  2:14:00 PM,25
Bull Trout,East Ladder,06/05/2018  6:16:00 PM,18
Bull Trout,East Ladder,06/07/2018  2:58:00 PM,20
Bull Trout,East Ladder,06/07/2018  5:22:00 PM,18
Bull Trout,East Ladder,06/09/2018  7:33:00 AM,23
Bull Trout,West Ladder,06/10/2018  8:22:00 AM,18
Bull Trout,East Ladder,06/12/2018  9:20:00 AM,18.5
Bull Trout,East Ladder,06/13/2018  7:46:00 AM,20
Bull Trout,East Ladder,06/13/2018 12:17:00 PM,23
Bull Trout,West Ladder,06/14/2018  1:23:00 PM,22
Bull Trout,East Ladder,06/15/2018  6:03:00 PM,15
Bull Trout,West Ladder,06/16/2018  4:36:00 PM,16
Bull Trout,East Ladder,06/18/2018  3:55:00 PM,13
Bull Trout,West Ladder,06/19/2018  2:30:00 PM,20
Bull Trout,West Ladder,06/20/2018 11:03:00 AM,23
Bull Trout,East Ladder,06/20/2018  1:46:00 PM,15
Bull Trout,West Ladder,06/20/2018 10:11:00 PM,20
Bull Trout,East Ladder,06/21/2018  7:09:00 AM,22
Bull Trout,West Ladder,06/21/2018  4:34:00 PM,15
Bull Trout,East Ladder,06/23/2018  9:59:00 AM,22
Bull Trout,East Ladder,06/23/2018  5:09:00 PM,20
Bull Trout,East Ladder,06/24/2018  7:21:00 AM,23
Bull Trout,West Ladder,06/24/2018  8:16:00 AM,20
Bull Trout,East Ladder,06/25/2018  5:28:00 AM,19
Bull Trout,East Ladder,06/27/2018  4:10:00 PM,15
Bull Trout,East Ladder,07/03/2018  2:12:00 AM,20
Bull Trout,East Ladder,07/09/2018  2:41:00 PM,14
Bull Trout,West Ladder,11/20/2018  8:09:00 PM,13
Bull Trout,East Ladder,11/24/2018  1:11:00 PM,13
Bull Trout,West Ladder,05/17/2019  4:46:00 PM,23
Bull Trout,East Ladder,05/20/2019 10:36:00 PM,22
Bull Trout,East Ladder,05/26/2019  2:34:00 PM,22
Bull Trout,West Ladder,05/27/2019  1:19:00 PM,17
Bull Trout,West Ladder,05/29/2019  2:14:00 PM,23
Bull Trout,East Ladder,05/29/2019  2:42:00 PM,31
Bull Trout,East Ladder,06/02/2019  1:58:00 PM,18.5
Bull Trout,East Ladder,06/03/2019  6:19:00 PM,16
Bull Trout,East Ladder,06/05/2019 12:46:00 PM,16
Bull Trout,East Ladder,06/05/2019  5:08:00 PM,23
Bull Trout,East Ladder,06/06/2019 11:09:00 AM,17
Bull Trout,East Ladder,06/08/2019  4:41:00 PM,21
Bull Trout,East Ladder,06/12/2019 12:25:00 PM,18
Bull Trout,West Ladder,06/12/2019 12:40:00 PM,22
Bull Trout,East Ladder,06/12/2019  1:24:00 PM,20
Bull Trout,East Ladder,06/12/2019  7:33:00 PM,14
Bull Trout,East Ladder,06/13/2019  1:40:00 PM,18
Bull Trout,East Ladder,06/14/2019 10:34:00 AM,17
Bull Trout,West Ladder,06/14/2019  5:47:00 PM,20
Bull Trout,West Ladder,06/14/2019  7:07:00 PM,15
Bull Trout,West Ladder,06/16/2019  3:07:00 PM,20
Bull Trout,East Ladder,06/17/2019 10:52:00 AM,18
Bull Trout,West Ladder,07/01/2019  2:17:00 PM,22
Bull Trout,West Ladder,07/08/2019  6:13:00 PM,21
Bull Trout,East Ladder,07/09/2019 10:17:00 PM,21
Bull Trout,East Ladder,07/10/2019 11:43:00 AM,15
Bull Trout,East Ladder,07/12/2019  5:05:00 PM,16
Bull Trout,West Ladder,12/25/2019  5:12:00 PM,18
Bull Trout,East Ladder,05/13/2020 11:01:00 AM,24
Bull Trout,West Ladder,05/15/2020 12:03:00 PM,24
Bull Trout,West Ladder,05/17/2020 11:26:00 AM,20
Bull Trout,East Ladder,05/18/2020  4:05:00 PM,21
Bull Trout,West Ladder,05/19/2020  1:04:00 PM,23
Bull Trout,West Ladder,05/23/2020 12:40:00 PM,21
Bull Trout,East Ladder,05/26/2020  2:43:00 AM,18
Bull Trout,East Ladder,05/28/2020  1:01:00 PM,20
Bull Trout,West Ladder,05/28/2020  2:43:00 PM,28
Bull Trout,East Ladder,05/30/2020  8:58:00 AM,20
Bull Trout,East Ladder,05/30/2020  2:17:00 PM,18
Bull Trout,East Ladder,06/01/2020 10:35:00 AM,19
Bull Trout,West Ladder,06/01/2020 11:20:00 AM,28
Bull Trout,East Ladder,06/01/2020  1:08:00 PM,20
Bull Trout,East Ladder,06/02/2020  7:59:00 AM,26
Bull Trout,East Ladder,06/03/2020  9:35:00 PM,21.5
Bull Trout,East Ladder,06/03/2020 10:38:00 PM,25
Bull Trout,East Ladder,06/03/2020 10:55:00 PM,17
Bull Trout,East Ladder,06/07/2020  2:30:00 PM,19
Bull Trout,East Ladder,06/08/2020  4:21:00 PM,17
Bull Trout,East Ladder,06/10/2020  1:23:00 PM,22
Bull Trout,East Ladder,06/13/2020  9:57:00 PM,21
Bull Trout,East Ladder,06/16/2020 12:11:00 PM,20
Bull Trout,West Ladder,06/16/2020  9:28:00 PM,20
Bull Trout,East Ladder,06/19/2020  3:13:00 PM,17
Bull Trout,East Ladder,06/19/2020  4:46:00 PM,15
Bull Trout,East Ladder,06/19/2020 11:10:00 PM,18
Bull Trout,West Ladder,06/20/2020  3:10:00 PM,19
Bull Trout,East Ladder,06/20/2020  8:54:00 PM,17
Bull Trout,East Ladder,06/21/2020  3:49:00 PM,23
Bull Trout,East Ladder,06/21/2020  5:01:00 PM,21
Bull Trout,East Ladder,06/27/2020  7:29:00 AM,19
Bull Trout,East Ladder,06/28/2020  9:28:00 AM,26
Bull Trout,East Ladder,06/28/2020 11:19:00 AM,16
Bull Trout,East Ladder,07/02/2020  4:11:00 PM,16
Bull Trout,East Ladder,07/09/2020 12:10:00 PM,14
Bull Trout,East Ladder,07/27/2020  9:47:00 AM,13
Bull Trout,East Ladder,05/25/2021  4:49:00 PM,25
Bull Trout,East Ladder,05/25/2021  5:43:00 PM,25
Bull Trout,East Ladder,05/25/2021  6:23:00 PM,21
Bull Trout,East Ladder,05/27/2021 11:51:00 AM,20
Bull Trout,East Ladder,05/27/2021  5:59:00 PM,29
Bull Trout,East Ladder,05/30/2021 12:43:00 PM,18
Bull Trout,West Ladder,06/01/2021 11:26:00 AM,19
Bull Trout,West Ladder,06/04/2021  2:34:00 PM,22
Bull Trout,East Ladder,06/04/2021  7:04:00 PM,19
Bull Trout,East Ladder,06/05/2021  2:08:00 PM,17
Bull Trout,East Ladder,06/06/2021  3:25:00 PM,21
Bull Trout,East Ladder,06/07/2021 11:38:00 AM,20
Bull Trout,East Ladder,06/08/2021  7:26:00 PM,19
Bull Trout,East Ladder,06/09/2021  6:22:00 AM,21
Bull Trout,East Ladder,06/10/2021 10:26:00 AM,16
Bull Trout,East Ladder,06/11/2021  7:28:00 PM,24
Bull Trout,East Ladder,06/13/2021  2:21:00 PM,20
Bull Trout,East Ladder,06/15/2021 11:29:00 AM,18
Bull Trout,East Ladder,06/15/2021 12:19:00 PM,17
Bull Trout,West Ladder,06/16/2021  9:00:00 AM,21
Bull Trout,East Ladder,06/19/2021  1:57:00 PM,17
Bull Trout,East Ladder,06/19/2021  1:59:00 PM,17
Bull Trout,East Ladder,06/19/2021  6:40:00 PM,18
Bull Trout,East Ladder,06/22/2021  9:00:00 PM,10
Bull Trout,East Ladder,06/23/2021  6:41:00 AM,18
Bull Trout,West Ladder,07/01/2021  8:55:00 AM,17
Bull Trout,East Ladder,07/01/2021  6:07:00 PM,15
Bull Trout,East Ladder,07/05/2021  9:15:00 AM,16
Bull Trout,West Ladder,11/12/2021  4:23:00 PM,20
Bull Trout,East Ladder,11/27/2021 12:14:00 PM,18
Bull Trout,East Ladder,12/11/2021  6:43:00 PM,18
Bull Trout,East Ladder,05/21/2022  4:42:00 PM,26
Bull Trout,West Ladder,05/26/2022  8:29:00 AM,23
Bull Trout,East Ladder,05/26/2022 11:43:00 AM,18.5
Bull Trout,East Ladder,05/26/2022  1:20:00 PM,25
Bull Trout,East Ladder,05/27/2022  9:23:00 AM,21
Bull Trout,East Ladder,05/27/2022 11:49:00 AM,24
Bull Trout,East Ladder,05/27/2022  5:47:00 PM,21
Bull Trout,East Ladder,05/28/2022  2:31:00 PM,20
Bull Trout,East Ladder,05/28/2022  4:33:00 PM,21
Bull Trout,East Ladder,05/31/2022  6:49:00 AM,18
Bull Trout,East Ladder,06/01/2022  7:17:00 PM,18
Bull Trout,East Ladder,06/03/2022 12:31:00 PM,19
Bull Trout,East Ladder,06/04/2022  1:29:00 PM,24.5
Bull Trout,East Ladder,06/04/2022  2:51:00 PM,22
Bull Trout,East Ladder,06/04/2022  4:51:00 PM,19
Bull Trout,East Ladder,06/05/2022 11:27:00 PM,21
Bull Trout,East Ladder,06/06/2022  4:59:00 PM,21
Bull Trout,West Ladder,06/06/2022  9:53:00 PM,26
Bull Trout,East Ladder,06/08/2022  3:48:00 PM,15
Bull Trout,East Ladder,06/08/2022  5:09:00 PM,20
Bull Trout,East Ladder,06/10/2022  5:00:00 PM,18
Bull Trout,West Ladder,06/11/2022  7:38:00 PM,18
Bull Trout,East Ladder,06/12/2022  3:13:00 PM,19
Bull Trout,East Ladder,06/15/2022  1:13:00 PM,23
Bull Trout,East Ladder,06/15/2022  7:38:00 PM,17
Bull Trout,East Ladder,06/16/2022  3:40:00 PM,19
Bull Trout,East Ladder,06/16/2022  9:46:00 PM,16
Bull Trout,East Ladder,06/17/2022 12:21:00 PM,20
Bull Trout,East Ladder,06/18/2022  3:51:00 PM,26
Bull Trout,East Ladder,06/18/2022  4:30:00 PM,26
Bull Trout,East Ladder,06/18/2022 11:20:00 PM,24
Bull Trout,West Ladder,06/20/2022  4:35:00 PM,16
Bull Trout,East Ladder,06/20/2022  5:33:00 PM,16
Bull Trout,East Ladder,06/21/2022 12:36:00 PM,19
Bull Trout,East Ladder,06/21/2022  5:16:00 PM,26
Bull Trout,East Ladder,06/23/2022 10:37:00 AM,15
Bull Trout,East Ladder,06/26/2022 10:25:00 AM,21
Bull Trout,East Ladder,06/27/2022  4:31:00 PM,28
Bull Trout,East Ladder,06/28/2022  3:39:00 PM,21
Bull Trout,East Ladder,07/02/2022  9:35:00 AM,18
Bull Trout,East Ladder,07/06/2022  9:45:00 AM,18
Bull Trout,East Ladder,07/08/2022 12:29:00 PM,16
Bull Trout,East Ladder,07/13/2022  9:00:00 AM,16
Bull Trout,East Ladder,07/24/2022 11:37:00 AM,11
Bull Trout,East Ladder,10/28/2022  4:43:00 PM,11.5
Bull Trout,East Ladder,12/06/2022  5:40:00 PM,21
Bull Trout,East Ladder,05/14/2023 12:01:00 PM,21
Bull Trout,East Ladder,05/24/2023  2:28:00 PM,17
Bull Trout,East Ladder,05/26/2023  4:55:00 PM,14
Bull Trout,East Ladder,06/02/2023  9:54:00 AM,22
Bull Trout,East Ladder,06/03/2023  2:59:00 PM,18
Bull Trout,West Ladder,06/04/2023 11:02:00 PM,26
Bull Trout,East Ladder,06/05/2023  3:53:00 PM,21
Bull Trout,East Ladder,06/05/2023  7:05:00 PM,14
Bull Trout,East Ladder,06/05/2023 10:21:00 PM,18
Bull Trout,East Ladder,06/06/2023  3:34:00 PM,21
Bull Trout,East Ladder,06/06/2023  7:04:00 PM,13
Bull Trout,West Ladder,06/07/2023 12:53:00 PM,17
Bull Trout,East Ladder,06/08/2023  4:28:00 PM,15
Bull Trout,West Ladder,06/08/2023  4:47:00 PM,18
Bull Trout,East Ladder,06/12/2023  2:04:00 PM,20
Bull Trout,East Ladder,06/14/2023  6:06:00 AM,16
Bull Trout,East Ladder,06/15/2023  5:18:00 PM,17
Bull Trout,East Ladder,06/18/2023  6:50:00 PM,16
Bull Trout,West Ladder,06/21/2023 11:54:00 AM,22
Bull Trout,East Ladder,06/24/2023 12:23:00 PM,18
Bull Trout,East Ladder,06/27/2023  8:53:00 AM,15
Bull Trout,East Ladder,07/31/2023 12:40:00 PM,14
Bull Trout,East Ladder,05/27/2024  3:30:00 PM,21
Bull Trout,West Ladder,05/29/2024  8:39:00 PM,19
Bull Trout,East Ladder,05/30/2024  4:35:00 PM,26
Bull Trout,East Ladder,06/02/2024 12:50:00 AM,21
Bull Trout,West Ladder,06/06/2024  4:24:00 PM,15
Bull Trout,East Ladder,06/06/2024  5:27:00 PM,19
Bull Trout,West Ladder,06/08/2024  5:00:00 PM,21
Bull Trout,East Ladder,06/10/2024 11:35:00 AM,23
Bull Trout,West Ladder,06/12/2024  2:14:00 PM,18
Bull Trout,West Ladder,06/13/2024 12:04:00 PM,16
Bull Trout,East Ladder,06/13/2024  6:44:00 PM,15
Bull Trout,East Ladder,06/14/2024  5:53:00 PM,18
Bull Trout,West Ladder,06/15/2024  9:02:00 AM,17
Bull Trout,East Ladder,06/16/2024  3:43:00 PM,18
Bull Trout,East Ladder,06/19/2024  4:09:00 PM,20
Bull Trout,East Ladder,06/21/2024  8:07:00 PM,18
Bull Trout,West Ladder,06/24/2024  4:36:00 PM,16
Bull Trout,West Ladder,06/26/2024  3:22:00 PM,20
Bull Trout,West Ladder,06/29/2024 12:03:00 PM,10
Bull Trout,West Ladder,06/29/2024  6:00:00 PM,19
Bull Trout,West Ladder,07/06/2024  5:35:00 PM,18
Bull Trout,West Ladder,05/15/2025 11:11:00 AM,17
Bull Trout,East Ladder,05/26/2025  5:06:00 PM,15
Bull Trout,East Ladder,05/26/2025  9:24:00 PM,16
Bull Trout,East Ladder,06/06/2025  5:21:00 PM,29
Bull Trout,West Ladder,06/11/2025  2:11:00 PM,18
Bull Trout,West Ladder,06/12/2025  6:00:00 AM,20.5
Bull Trout,East Ladder,06/14/2025  3:15:00 PM,16.5
Bull Trout,East Ladder,06/29/2025  2:01:00 PM,15
Bull Trout,East Ladder,07/03/2025 11:52:00 AM,16
Bull Trout,West Ladder,07/06/2025  1:48:00 AM,13
Bull Trout,West Ladder,07/06/2025  9:18:00 AM,14.5
Bull Trout,East Ladder,08/14/2025 12:30:00 AM,19
